conversion_id,click_id,amount,status,created_at,updated_at
400420,84377,128.87,not active,2022-11-07,2022-11-11
512045,600859,58.84,active,2022-11-07,2022-11-11
942801,582813,132.92,not active,2022-11-07,2022-11-11
151709,521280,44.34,active,2022-11-07,2022-11-07
680059,747856,110.32,not active,2022-11-07,2022-11-08
930097,247141,80.7,not active,2022-11-07,2022-11-11
597664,84377,73.6,active,2022-11-07,2022-11-07
805452,89989,18.23,not active,2022-11-07,2022-11-07
889883,856139,41.09,active,2022-11-07,2022-11-07
329279,303759,44.99,active,2022-11-07,2022-11-09
970966,499168,59.93,active,2022-11-07,2022-11-07
994431,883356,2.52,not active,2022-11-07,2022-11-10
208919,153148,14.92,not active,2022-11-07,2022-11-10
722158,119710,8.88,active,2022-11-07,2022-11-10
484769,679361,2.08,not active,2022-11-07,2022-11-12
149777,319009,69.23,not active,2022-11-07,2022-11-12
628279,722415,98.13,active,2022-11-07,2022-11-09
864704,267118,17.71,active,2022-11-07,2022-11-07
627740,883472,85.9,not active,2022-11-07,2022-11-07
27733,764063,77.45,active,2022-11-07,2022-11-07
902454,792096,2.46,not active,2022-11-07,2022-11-09
596084,585561,90.96,not active,2022-11-07,2022-11-10
164050,968208,116.5,active,2022-11-07,2022-11-12
151643,384495,127.76,active,2022-11-07,2022-11-11
108915,443074,48.27,not active,2022-11-07,2022-11-10
157661,195165,149.36,not active,2022-11-07,2022-11-08
298077,296161,54.62,active,2022-11-07,2022-11-09
58614,65274,127.06,active,2022-11-07,2022-11-12
614999,440767,76.61,active,2022-11-07,2022-11-10
790092,163341,136.96,active,2022-11-07,2022-11-07
880381,841668,127.67,active,2022-11-07,2022-11-08
199771,496447,122.8,active,2022-11-07,2022-11-11
629368,906298,48.12,not active,2022-11-07,2022-11-08
956330,740021,49.37,not active,2022-11-07,2022-11-11
272594,972973,15.85,not active,2022-11-07,2022-11-11
423517,128809,70.41,active,2022-11-07,2022-11-07
68619,691027,61.9,active,2022-11-07,2022-11-08
325002,656558,146.76,active,2022-11-07,2022-11-12
312665,365182,97.77,active,2022-11-07,2022-11-07
572582,553962,139.89,active,2022-11-07,2022-11-07
158592,679856,116.55,active,2022-11-07,2022-11-07
410127,659027,20.15,active,2022-11-07,2022-11-08
700657,322465,37.63,active,2022-11-07,2022-11-08
581862,600859,59.16,not active,2022-11-07,2022-11-08
703258,217899,104.27,active,2022-11-07,2022-11-10
516154,757961,31.69,active,2022-11-07,2022-11-12
420554,936497,20.15,active,2022-11-07,2022-11-07
171612,337903,65.29,active,2022-11-07,2022-11-12
54072,204534,61.06,not active,2022-11-07,2022-11-12
14358,377995,15.87,active,2022-11-07,2022-11-09
50128,514870,139.75,not active,2022-11-07,2022-11-10
35594,412622,139.22,active,2022-11-07,2022-11-11
162588,98385,117.32,not active,2022-11-07,2022-11-10
916227,958715,19.06,not active,2022-11-07,2022-11-08
256547,981464,123.69,active,2022-11-07,2022-11-07
472206,904791,60.08,not active,2022-11-07,2022-11-09
527693,790055,114.11,not active,2022-11-07,2022-11-07
421572,918360,91.34,not active,2022-11-07,2022-11-10
333505,281196,132.77,active,2022-11-07,2022-11-10
530398,96056,43.34,not active,2022-11-07,2022-11-12
34290,818837,90.98,active,2022-11-07,2022-11-12
214141,818837,114.16,not active,2022-11-07,2022-11-11
196793,544020,43.65,not active,2022-11-07,2022-11-08
743483,91249,20.6,not active,2022-11-07,2022-11-09
882714,981464,17.61,not active,2022-11-07,2022-11-09
337846,129225,71.57,active,2022-11-07,2022-11-11
325964,513893,112.77,active,2022-11-07,2022-11-11
192501,36855,138.95,not active,2022-11-07,2022-11-09
399312,197617,34.46,not active,2022-11-07,2022-11-12
498022,651697,96.55,active,2022-11-07,2022-11-11
796993,883823,62.05,active,2022-11-07,2022-11-09
912796,445652,79.16,not active,2022-11-07,2022-11-07
759611,306010,17.06,active,2022-11-07,2022-11-09
718623,628132,30.63,active,2022-11-07,2022-11-11
936147,437650,19.91,not active,2022-11-07,2022-11-08
506447,378996,144.35,not active,2022-11-07,2022-11-12
270728,826368,24.93,active,2022-11-07,2022-11-11
490374,221255,46.2,not active,2022-11-07,2022-11-10
545224,498117,41.32,not active,2022-11-07,2022-11-09
854923,553962,132.04,active,2022-11-07,2022-11-11
317489,13726,18.61,active,2022-11-07,2022-11-07
467229,459145,14.68,not active,2022-11-07,2022-11-07
757228,488513,93.48,not active,2022-11-07,2022-11-11
641746,551852,111.05,not active,2022-11-07,2022-11-10
186105,608813,112.5,active,2022-11-07,2022-11-12
828993,631983,27.29,not active,2022-11-07,2022-11-09
107621,228461,26.37,active,2022-11-07,2022-11-09
968141,158109,85.19,active,2022-11-07,2022-11-07
61324,35257,48.87,active,2022-11-07,2022-11-11
213484,78799,100.42,not active,2022-11-07,2022-11-09
981898,628566,59.87,not active,2022-11-07,2022-11-09
491481,377995,45.44,not active,2022-11-07,2022-11-12
437212,175262,136.09,active,2022-11-07,2022-11-09
368468,925688,57.0,active,2022-11-07,2022-11-12
877002,572379,74.8,not active,2022-11-07,2022-11-11
153126,250708,19.76,active,2022-11-07,2022-11-08
948503,75108,102.55,not active,2022-11-07,2022-11-10
123833,18400,4.62,active,2022-11-07,2022-11-09
203140,877708,50.64,active,2022-11-07,2022-11-08
231188,698221,72.69,active,2022-11-07,2022-11-09
295462,454702,19.91,active,2022-11-07,2022-11-12
192700,250181,62.52,active,2022-11-07,2022-11-11
517743,77768,116.85,active,2022-11-07,2022-11-12
731511,902260,45.88,active,2022-11-07,2022-11-10
255489,863343,68.32,not active,2022-11-07,2022-11-07
461761,97971,6.46,active,2022-11-07,2022-11-10
658390,972129,53.73,active,2022-11-07,2022-11-07
147892,17226,86.16,not active,2022-11-07,2022-11-10
642441,651697,70.35,not active,2022-11-07,2022-11-07
746943,91249,66.84,not active,2022-11-07,2022-11-12
336235,113555,4.09,not active,2022-11-07,2022-11-10
626390,921433,76.32,active,2022-11-07,2022-11-07
379818,128514,58.37,not active,2022-11-07,2022-11-12
942834,580395,64.88,active,2022-11-07,2022-11-12
192923,881969,117.42,not active,2022-11-07,2022-11-09
501187,358169,119.46,active,2022-11-07,2022-11-10
148400,173050,79.86,not active,2022-11-07,2022-11-07
317025,327113,20.87,not active,2022-11-07,2022-11-07
822977,694665,4.7,not active,2022-11-07,2022-11-09
181354,625906,146.69,active,2022-11-07,2022-11-08
502400,376761,75.49,not active,2022-11-07,2022-11-10
252015,116739,47.24,active,2022-11-07,2022-11-07
762543,514870,122.27,active,2022-11-07,2022-11-09
997860,768028,106.99,not active,2022-11-07,2022-11-10
582570,222381,11.44,not active,2022-11-07,2022-11-11
804653,566577,108.76,active,2022-11-07,2022-11-11
465538,552877,43.95,not active,2022-11-07,2022-11-11
752950,831445,52.31,active,2022-11-07,2022-11-07
44219,750865,127.99,not active,2022-11-07,2022-11-08
905173,450086,118.93,active,2022-11-07,2022-11-09
942055,884952,117.78,not active,2022-11-07,2022-11-12
189709,764063,95.22,not active,2022-11-07,2022-11-07
808956,551017,140.3,active,2022-11-07,2022-11-07
389892,30990,21.75,active,2022-11-07,2022-11-10
305451,423198,78.47,active,2022-11-07,2022-11-12
486895,555044,32.94,not active,2022-11-07,2022-11-09
623161,378108,136.61,not active,2022-11-07,2022-11-10
104105,211057,112.66,active,2022-11-07,2022-11-10
732402,997263,126.77,not active,2022-11-07,2022-11-12
581750,514870,39.12,active,2022-11-07,2022-11-07
300664,142946,51.37,active,2022-11-07,2022-11-07
20586,180326,79.18,active,2022-11-07,2022-11-10
192970,732435,63.51,active,2022-11-07,2022-11-09
736789,885072,69.14,not active,2022-11-07,2022-11-10
652770,991893,5.92,active,2022-11-07,2022-11-11
577643,221600,33.76,active,2022-11-07,2022-11-07
616895,492347,122.35,active,2022-11-07,2022-11-07
61050,740021,80.09,active,2022-11-07,2022-11-07
911418,440767,97.16,active,2022-11-07,2022-11-08
841452,877220,130.69,active,2022-11-07,2022-11-12
913970,384268,90.83,active,2022-11-07,2022-11-08
845570,676322,96.87,active,2022-11-07,2022-11-08
614612,840124,71.42,not active,2022-11-07,2022-11-11
398672,960479,122.89,not active,2022-11-07,2022-11-09
595210,883356,27.68,not active,2022-11-07,2022-11-10
809423,537223,118.21,not active,2022-11-07,2022-11-12
745810,867218,4.06,active,2022-11-07,2022-11-08
861246,687719,149.29,active,2022-11-07,2022-11-10
877167,206571,46.77,active,2022-11-07,2022-11-09
974971,729401,98.61,not active,2022-11-07,2022-11-08
956789,116125,1.86,not active,2022-11-07,2022-11-11
446975,17659,15.9,not active,2022-11-07,2022-11-11
999673,512859,78.4,active,2022-11-07,2022-11-09
714088,696291,50.05,active,2022-11-07,2022-11-07
758796,909147,101.88,not active,2022-11-07,2022-11-11
674142,732435,105.59,not active,2022-11-07,2022-11-11
475721,281196,71.34,not active,2022-11-07,2022-11-12
133178,143784,139.7,active,2022-11-07,2022-11-07
914050,762432,34.44,not active,2022-11-07,2022-11-07
859075,282824,126.21,active,2022-11-07,2022-11-11
284549,138539,87.86,active,2022-11-07,2022-11-08
66635,995426,40.21,active,2022-11-07,2022-11-12
58246,996081,66.92,active,2022-11-07,2022-11-09
943667,625007,62.19,not active,2022-11-07,2022-11-08
579006,474338,27.79,not active,2022-11-07,2022-11-12
934019,411168,72.74,not active,2022-11-07,2022-11-07
331659,128514,98.8,active,2022-11-07,2022-11-11
92068,402093,94.01,not active,2022-11-07,2022-11-08
676927,792096,105.09,active,2022-11-07,2022-11-12
124833,935769,129.61,not active,2022-11-07,2022-11-08
934610,12882,61.21,not active,2022-11-07,2022-11-08
488746,122483,54.87,not active,2022-11-07,2022-11-10
89274,32352,124.46,not active,2022-11-07,2022-11-12
763426,97019,22.28,not active,2022-11-07,2022-11-10
753758,32352,142.03,active,2022-11-07,2022-11-10
459512,58824,36.13,active,2022-11-07,2022-11-12
972398,422002,49.89,not active,2022-11-07,2022-11-08
600801,83135,93.89,not active,2022-11-07,2022-11-08
590560,129225,9.2,active,2022-11-07,2022-11-09
796591,727612,148.39,active,2022-11-07,2022-11-11
765426,869662,112.09,not active,2022-11-07,2022-11-10
150477,521549,107.97,active,2022-11-07,2022-11-12
870937,480629,18.74,not active,2022-11-07,2022-11-07
865546,519466,76.82,active,2022-11-07,2022-11-10
970593,185769,32.56,not active,2022-11-07,2022-11-08
857062,80645,129.56,active,2022-11-07,2022-11-12
803977,204534,50.92,active,2022-11-07,2022-11-09
70309,498117,10.5,not active,2022-11-07,2022-11-08
467395,965576,59.69,not active,2022-11-07,2022-11-10
632267,574261,108.65,not active,2022-11-07,2022-11-09
198781,604614,91.39,active,2022-11-07,2022-11-10
957474,926431,65.67,not active,2022-11-07,2022-11-08
976435,574162,24.88,active,2022-11-07,2022-11-10
315459,440828,122.19,active,2022-11-07,2022-11-11
388073,449872,133.99,not active,2022-11-07,2022-11-11
155,197617,17.6,active,2022-11-07,2022-11-09
360792,830538,96.45,active,2022-11-07,2022-11-10
674450,15,117.09,not active,2022-11-07,2022-11-11
842578,318866,36.85,not active,2022-11-07,2022-11-10
344230,260429,70.48,not active,2022-11-07,2022-11-11
861873,15323,110.58,active,2022-11-07,2022-11-09
24719,95622,130.3,active,2022-11-07,2022-11-09
251288,13726,9.34,not active,2022-11-07,2022-11-07
61839,881969,30.76,active,2022-11-07,2022-11-10
920897,12955,10.63,not active,2022-11-07,2022-11-07
410746,116739,81.37,active,2022-11-07,2022-11-12
1115,548969,16.9,active,2022-11-07,2022-11-12
991824,966789,125.97,active,2022-11-07,2022-11-09
780184,622338,84.74,active,2022-11-07,2022-11-10
908911,785356,58.72,not active,2022-11-07,2022-11-12
997900,492347,34.14,not active,2022-11-07,2022-11-07
199744,24777,85.65,active,2022-11-07,2022-11-12
637477,600859,142.87,not active,2022-11-07,2022-11-07
927592,250708,90.72,not active,2022-11-07,2022-11-10
94348,548131,49.48,not active,2022-11-07,2022-11-08
571533,989595,128.86,not active,2022-11-07,2022-11-07
965819,198478,142.05,active,2022-11-07,2022-11-09
358061,600018,98.4,active,2022-11-07,2022-11-07
399364,840169,25.45,not active,2022-11-07,2022-11-12
88344,950826,45.98,not active,2022-11-07,2022-11-08
281559,902886,9.77,not active,2022-11-07,2022-11-08
176116,158109,16.13,active,2022-11-07,2022-11-11
575043,32084,78.3,active,2022-11-07,2022-11-10
494897,305487,62.65,active,2022-11-07,2022-11-11
307240,839208,68.77,not active,2022-11-07,2022-11-08
119908,521549,132.49,active,2022-11-07,2022-11-07
230533,6951,75.14,not active,2022-11-07,2022-11-09
458831,26207,93.63,not active,2022-11-07,2022-11-12
685225,548969,105.35,not active,2022-11-07,2022-11-09
837867,269013,129.44,active,2022-11-07,2022-11-09
21637,609437,21.19,active,2022-11-07,2022-11-10
505904,948371,17.93,active,2022-11-07,2022-11-07
283225,975013,135.4,active,2022-11-07,2022-11-07
826002,168536,99.83,not active,2022-11-07,2022-11-12
349440,862152,64.12,active,2022-11-07,2022-11-12
677899,305487,13.03,active,2022-11-07,2022-11-08
551207,30990,78.05,active,2022-11-07,2022-11-10
369568,997623,23.17,active,2022-11-07,2022-11-08
118221,962774,49.75,not active,2022-11-07,2022-11-07
301345,26207,135.67,not active,2022-11-07,2022-11-07
317217,696291,52.24,active,2022-11-07,2022-11-10
991955,768028,89.48,active,2022-11-07,2022-11-11
956748,80645,38.81,not active,2022-11-07,2022-11-11
338264,585203,89.28,not active,2022-11-07,2022-11-10
375765,854655,25.04,not active,2022-11-07,2022-11-12
24593,77768,121.01,not active,2022-11-07,2022-11-10
382629,997263,96.68,active,2022-11-07,2022-11-11
331577,275440,91.03,active,2022-11-07,2022-11-11
807641,592298,40.41,not active,2022-11-07,2022-11-09
607290,93760,93.35,active,2022-11-07,2022-11-07
781377,47010,68.58,not active,2022-11-07,2022-11-08
125829,345474,53.7,active,2022-11-07,2022-11-07
890233,920512,38.08,active,2022-11-07,2022-11-11
475496,267118,36.0,not active,2022-11-07,2022-11-08
483767,884952,95.79,active,2022-11-07,2022-11-07
704915,866787,80.1,active,2022-11-07,2022-11-10
26594,656558,107.85,active,2022-11-07,2022-11-11
246593,557924,24.11,not active,2022-11-07,2022-11-07
218115,18400,2.92,not active,2022-11-07,2022-11-07
856269,708212,95.65,active,2022-11-07,2022-11-11
556842,667125,95.36,not active,2022-11-07,2022-11-10
536417,214229,125.02,active,2022-11-07,2022-11-12
954455,158109,130.98,not active,2022-11-07,2022-11-12
696424,600018,62.05,not active,2022-11-07,2022-11-12
390256,79243,79.54,active,2022-11-07,2022-11-11
743000,209637,13.06,not active,2022-11-07,2022-11-09
957746,609437,55.0,active,2022-11-07,2022-11-07
532407,542746,81.44,not active,2022-11-07,2022-11-10
474865,65139,6.7,not active,2022-11-07,2022-11-10
677251,58824,142.81,not active,2022-11-07,2022-11-11
369810,588865,20.44,active,2022-11-07,2022-11-12
539349,972129,11.86,not active,2022-11-07,2022-11-07
325272,987122,49.73,not active,2022-11-07,2022-11-11
217028,169773,68.03,active,2022-11-07,2022-11-10
104898,950826,139.75,active,2022-11-07,2022-11-08
602756,563703,122.16,not active,2022-11-07,2022-11-08
595082,608813,16.56,not active,2022-11-07,2022-11-08
788328,849202,148.53,active,2022-11-07,2022-11-09
589749,15323,69.56,not active,2022-11-07,2022-11-11
398595,472835,81.41,not active,2022-11-07,2022-11-11
74324,904572,141.33,active,2022-11-07,2022-11-12
784710,575363,132.58,active,2022-11-07,2022-11-12
386318,679361,10.63,not active,2022-11-07,2022-11-12
469666,382587,11.27,active,2022-11-07,2022-11-11
589956,296748,19.6,not active,2022-11-07,2022-11-10
48111,129775,127.67,not active,2022-11-07,2022-11-09
52834,644178,112.03,active,2022-11-07,2022-11-08
734501,777932,112.29,not active,2022-11-07,2022-11-11
151494,818837,148.02,active,2022-11-07,2022-11-12
749078,307416,95.8,active,2022-11-07,2022-11-11
785119,747396,132.49,not active,2022-11-07,2022-11-11
862561,925688,41.0,not active,2022-11-07,2022-11-09
338613,313006,107.95,not active,2022-11-07,2022-11-11
932875,771464,82.87,active,2022-11-07,2022-11-09
391348,735221,99.22,active,2022-11-07,2022-11-10
342720,930432,121.77,not active,2022-11-07,2022-11-11
647690,315618,135.23,not active,2022-11-07,2022-11-09
26758,316319,110.1,active,2022-11-07,2022-11-11
901103,315122,0.69,not active,2022-11-07,2022-11-09
582894,175262,89.66,active,2022-11-07,2022-11-08
561560,378108,72.44,active,2022-11-07,2022-11-11
705985,764063,63.9,active,2022-11-07,2022-11-10
650549,871040,52.83,not active,2022-11-07,2022-11-11
530261,957559,10.03,active,2022-11-07,2022-11-07
400317,211057,139.86,not active,2022-11-07,2022-11-10
31993,566557,101.93,active,2022-11-07,2022-11-11
550773,777873,6.46,not active,2022-11-07,2022-11-07
208025,126845,43.87,active,2022-11-07,2022-11-12
838409,786660,34.07,active,2022-11-07,2022-11-10
176685,843321,122.95,not active,2022-11-07,2022-11-12
842388,199814,57.66,not active,2022-11-07,2022-11-08
962379,519466,15.31,not active,2022-11-07,2022-11-07
338676,669630,147.99,not active,2022-11-07,2022-11-10
451159,350465,63.35,active,2022-11-07,2022-11-07
935470,592024,27.49,not active,2022-11-07,2022-11-11
144564,555044,45.51,active,2022-11-07,2022-11-08
907621,990088,4.77,not active,2022-11-07,2022-11-08
725943,995568,78.37,active,2022-11-07,2022-11-12
631275,714300,104.05,active,2022-11-07,2022-11-09
661999,608813,16.17,active,2022-11-07,2022-11-10
86620,225511,63.93,active,2022-11-07,2022-11-12
926713,972412,117.1,not active,2022-11-07,2022-11-08
128824,669502,104.26,not active,2022-11-07,2022-11-11
89650,159209,106.79,not active,2022-11-07,2022-11-12
154765,47010,82.28,active,2022-11-07,2022-11-08
326708,856139,3.55,not active,2022-11-07,2022-11-09
457122,855346,18.97,active,2022-11-07,2022-11-12
93501,894860,40.85,not active,2022-11-07,2022-11-07
771378,222381,25.19,not active,2022-11-07,2022-11-12
552961,536210,59.82,active,2022-11-07,2022-11-11
582258,214487,55.35,active,2022-11-07,2022-11-09
133121,536210,9.13,not active,2022-11-07,2022-11-10
373313,24777,119.48,active,2022-11-07,2022-11-10
588392,750865,144.57,active,2022-11-07,2022-11-09
954649,457867,139.12,not active,2022-11-07,2022-11-07
195493,96735,113.47,not active,2022-11-07,2022-11-10
512926,821989,51.65,not active,2022-11-07,2022-11-11
678418,905363,54.02,active,2022-11-07,2022-11-11
697868,188081,38.94,active,2022-11-07,2022-11-08
267984,498117,129.68,not active,2022-11-07,2022-11-08
852877,32352,1.89,not active,2022-11-07,2022-11-07
650100,726526,131.96,not active,2022-11-07,2022-11-08
537700,760187,94.89,not active,2022-11-07,2022-11-10
7836,303242,83.91,not active,2022-11-07,2022-11-12
739642,918360,37.21,active,2022-11-07,2022-11-12
928048,600859,123.36,active,2022-11-07,2022-11-07
398397,545829,19.29,not active,2022-11-07,2022-11-09
243283,396805,2.97,active,2022-11-07,2022-11-09
971853,592058,118.49,active,2022-11-07,2022-11-07
491290,275921,118.05,not active,2022-11-07,2022-11-09
77236,107687,148.57,not active,2022-11-07,2022-11-09
287753,854692,137.26,active,2022-11-07,2022-11-09
176264,923061,119.1,not active,2022-11-07,2022-11-10
447948,110620,22.72,active,2022-11-07,2022-11-07
824416,841668,100.93,active,2022-11-07,2022-11-11
218490,19781,134.09,active,2022-11-07,2022-11-09
270754,140540,2.98,active,2022-11-07,2022-11-08
70951,920512,6.13,active,2022-11-07,2022-11-09
729794,541035,84.2,not active,2022-11-07,2022-11-11
229345,966523,105.82,active,2022-11-07,2022-11-08
516875,924386,141.33,not active,2022-11-07,2022-11-12
302415,83135,32.8,not active,2022-11-07,2022-11-10
213762,305487,148.29,active,2022-11-07,2022-11-12
313892,382587,68.89,active,2022-11-07,2022-11-08
598016,377995,101.5,not active,2022-11-07,2022-11-12
536443,143784,8.34,not active,2022-11-07,2022-11-12
253282,763968,19.09,not active,2022-11-07,2022-11-07
350775,920512,22.82,active,2022-11-07,2022-11-07
84626,240941,120.91,not active,2022-11-07,2022-11-09
320085,531439,53.12,active,2022-11-07,2022-11-07
315375,839140,0.6,active,2022-11-07,2022-11-12
516007,963613,31.22,not active,2022-11-07,2022-11-08
85474,358912,90.17,active,2022-11-07,2022-11-12
345908,49656,21.96,active,2022-11-07,2022-11-11
752085,821989,51.27,active,2022-11-07,2022-11-11
752300,222897,24.1,not active,2022-11-07,2022-11-08
920148,762159,4.92,active,2022-11-07,2022-11-11
108485,173050,56.02,active,2022-11-07,2022-11-11
746453,683770,82.93,active,2022-11-07,2022-11-11
800250,660320,66.69,active,2022-11-07,2022-11-12
895966,656558,135.36,not active,2022-11-07,2022-11-10
966258,908315,51.44,not active,2022-11-07,2022-11-08
694430,316342,48.32,active,2022-11-07,2022-11-11
138165,891166,11.25,not active,2022-11-07,2022-11-07
366329,875633,99.04,active,2022-11-07,2022-11-08
644240,551852,3.81,not active,2022-11-07,2022-11-10
654593,191500,10.93,active,2022-11-07,2022-11-12
867777,472835,30.09,not active,2022-11-07,2022-11-09
527968,920364,37.58,active,2022-11-07,2022-11-11
932700,75108,29.69,not active,2022-11-07,2022-11-11
214749,246564,126.7,not active,2022-11-07,2022-11-08
349090,242641,34.78,active,2022-11-07,2022-11-09
316933,593741,147.71,active,2022-11-07,2022-11-08
40162,995568,75.46,active,2022-11-07,2022-11-08
188455,380527,76.4,not active,2022-11-07,2022-11-07
408610,983369,48.84,not active,2022-11-07,2022-11-11
556292,648016,51.93,not active,2022-11-07,2022-11-08
174809,36855,74.63,active,2022-11-07,2022-11-11
351101,208583,140.17,active,2022-11-07,2022-11-12
335954,149452,128.11,not active,2022-11-07,2022-11-09
502003,887603,77.25,not active,2022-11-07,2022-11-07
63838,209637,121.25,not active,2022-11-07,2022-11-08
956416,127654,43.02,not active,2022-11-07,2022-11-12
366056,875463,22.3,active,2022-11-07,2022-11-09
486560,85634,113.5,active,2022-11-07,2022-11-09
290122,553962,114.37,not active,2022-11-07,2022-11-12
365992,353864,117.89,not active,2022-11-07,2022-11-11
20163,402093,104.45,not active,2022-11-07,2022-11-08
502975,183030,68.39,active,2022-11-07,2022-11-09
96570,852834,126.08,not active,2022-11-07,2022-11-07
296816,686712,91.46,not active,2022-11-07,2022-11-08
345628,211057,114.6,active,2022-11-07,2022-11-09
467952,221255,32.26,active,2022-11-07,2022-11-07
294264,402093,50.85,not active,2022-11-07,2022-11-08
663558,291368,9.03,not active,2022-11-07,2022-11-10
157619,769335,113.55,not active,2022-11-07,2022-11-07
936508,222381,33.76,active,2022-11-07,2022-11-08
182664,625906,10.18,active,2022-11-07,2022-11-11
722463,579781,40.98,active,2022-11-07,2022-11-09
10266,517903,121.72,active,2022-11-07,2022-11-10
988667,11729,76.57,not active,2022-11-07,2022-11-11
471632,197617,128.21,not active,2022-11-07,2022-11-08
106205,540021,123.69,active,2022-11-07,2022-11-09
321694,821532,91.21,not active,2022-11-07,2022-11-09
663010,716416,138.2,active,2022-11-07,2022-11-07
432618,15323,41.25,active,2022-11-07,2022-11-11
509819,592058,122.96,not active,2022-11-07,2022-11-11
557829,579282,57.72,active,2022-11-07,2022-11-09
91681,667125,53.91,not active,2022-11-07,2022-11-07
317118,602775,70.54,not active,2022-11-07,2022-11-09
340630,142556,98.73,active,2022-11-07,2022-11-07
421556,322118,140.53,active,2022-11-07,2022-11-08
896506,47010,52.88,active,2022-11-07,2022-11-12
526339,334656,139.41,active,2022-11-07,2022-11-07
734045,818837,51.27,active,2022-11-07,2022-11-08
905857,883072,23.07,active,2022-11-07,2022-11-08
984900,509195,138.04,active,2022-11-07,2022-11-11
100254,251505,107.72,active,2022-11-07,2022-11-10
1487,411168,122.52,active,2022-11-07,2022-11-09
859608,277739,57.57,not active,2022-11-07,2022-11-12
241789,656558,130.43,not active,2022-11-07,2022-11-09
572927,820800,94.06,not active,2022-11-07,2022-11-07
347346,168536,132.08,not active,2022-11-07,2022-11-12
79072,643191,29.2,not active,2022-11-07,2022-11-09
576735,412622,81.5,active,2022-11-07,2022-11-11
894942,317653,136.21,not active,2022-11-07,2022-11-10
304378,23641,5.81,active,2022-11-07,2022-11-11
924196,935769,91.83,active,2022-11-07,2022-11-09
923245,421452,118.41,not active,2022-11-07,2022-11-09
48769,625906,10.28,not active,2022-11-07,2022-11-11
905903,116739,113.95,not active,2022-11-07,2022-11-08
172511,305487,112.18,not active,2022-11-07,2022-11-07
663933,313088,117.12,active,2022-11-07,2022-11-07
48374,639290,73.28,active,2022-11-07,2022-11-07
771417,180326,2.16,not active,2022-11-07,2022-11-12
934700,159209,13.64,not active,2022-11-07,2022-11-07
239332,850690,24.95,active,2022-11-07,2022-11-08
956166,920512,83.34,active,2022-11-07,2022-11-11
58089,777814,12.66,not active,2022-11-07,2022-11-10
873051,579781,44.42,active,2022-11-07,2022-11-10
414998,486037,78.83,not active,2022-11-07,2022-11-12
367560,658916,149.38,not active,2022-11-07,2022-11-09
945203,89989,90.99,active,2022-11-07,2022-11-09
36091,240941,141.55,active,2022-11-07,2022-11-09
832760,546406,7.12,not active,2022-11-07,2022-11-12
811291,233602,32.73,not active,2022-11-07,2022-11-11
46448,853587,85.25,active,2022-11-07,2022-11-07
568898,986381,22.95,not active,2022-11-07,2022-11-12
185616,185281,28.91,active,2022-11-07,2022-11-10
825641,823782,13.9,not active,2022-11-07,2022-11-09
450224,259868,144.99,active,2022-11-07,2022-11-09
33031,643191,65.04,active,2022-11-07,2022-11-11
634873,111303,21.06,not active,2022-11-07,2022-11-09
118260,981521,0.51,not active,2022-11-07,2022-11-08
49345,108985,10.13,active,2022-11-07,2022-11-12
100116,384495,79.94,not active,2022-11-07,2022-11-11
863355,427170,79.19,active,2022-11-07,2022-11-08
971912,247141,99.65,active,2022-11-07,2022-11-08
27751,913620,99.51,active,2022-11-07,2022-11-12
912126,98469,143.93,not active,2022-11-07,2022-11-09
223748,588865,142.86,active,2022-11-07,2022-11-07
246949,830538,115.98,active,2022-11-07,2022-11-10
400641,731122,67.42,active,2022-11-07,2022-11-08
806569,323763,78.63,active,2022-11-07,2022-11-10
824421,866291,111.53,not active,2022-11-07,2022-11-11
696794,665455,45.68,active,2022-11-07,2022-11-11
11748,745760,147.98,active,2022-11-07,2022-11-08
753994,322465,34.53,active,2022-11-07,2022-11-11
607193,624897,122.26,active,2022-11-07,2022-11-08
609484,19781,149.97,active,2022-11-07,2022-11-08
2668,696049,8.39,active,2022-11-07,2022-11-11
126705,195165,15.4,active,2022-11-07,2022-11-10
902753,776679,40.23,not active,2022-11-07,2022-11-10
500706,459145,29.14,active,2022-11-07,2022-11-12
597569,659049,30.33,active,2022-11-07,2022-11-08
972728,747396,97.4,not active,2022-11-07,2022-11-08
884916,746911,123.49,not active,2022-11-07,2022-11-08
37415,628566,137.68,not active,2022-11-07,2022-11-08
309180,333584,19.87,not active,2022-11-07,2022-11-09
676691,515537,85.6,not active,2022-11-07,2022-11-07
80048,51143,99.02,active,2022-11-07,2022-11-07
974009,868306,16.36,not active,2022-11-07,2022-11-08
956020,175262,38.57,active,2022-11-07,2022-11-09
477531,515981,78.6,active,2022-11-07,2022-11-12
69148,843541,147.8,active,2022-11-07,2022-11-10
837929,757961,0.68,active,2022-11-07,2022-11-07
350109,870729,34.08,active,2022-11-07,2022-11-08
866822,776679,23.38,not active,2022-11-07,2022-11-12
218878,987122,127.45,not active,2022-11-07,2022-11-10
700397,179216,65.49,not active,2022-11-07,2022-11-10
991269,605202,85.07,active,2022-11-07,2022-11-12
647619,892128,81.15,active,2022-11-07,2022-11-08
124580,451406,126.88,active,2022-11-07,2022-11-07
660860,536745,145.18,active,2022-11-07,2022-11-08
792604,925688,0.95,active,2022-11-07,2022-11-08
656832,13726,100.08,active,2022-11-07,2022-11-11
906888,417203,109.29,not active,2022-11-07,2022-11-12
543885,303805,15.08,active,2022-11-07,2022-11-09
